1024,100,7416.340175,0.054361
1024,200,5538.439596,0.106279
1024,500,3914.215235,0.257620
1024,1000,2966.764164,0.455981
1024,2000,2251.842012,0.705018
1024,3000,1976.185622,0.836121
1024,5000,1771.830586,0.939792
1024,10000,1683.939138,0.980215
1024,100000,1664.223482,0.980326

1024,100,7501.041829,0.006696
1024,200,5583.154512,0.018563
1024,500,3985.810337,0.088399
1024,1000,2904.684665,0.247061
1024,2000,2186.633926,0.523931
1024,3000,1918.729775,0.712053
1024,5000,1720.033077,0.885586
1024,10000,1641.951672,0.979657
1024,100000,1625.927026,0.980326
