1024,100,7225.476143,0.033640
1024,200,5636.552032,0.070027
1024,500,4058.537039,0.184313
1024,1000,2928.451421,0.358748
1024,2000,2183.965400,0.613714
1024,3000,1902.095092,0.769811
1024,5000,1724.869111,0.909181
1024,10000,1639.999214,0.979922
1024,100000,1629.691027,0.980326

1024,100,6456.935468,0.043753
1024,200,4863.656218,0.097342
1024,500,3483.303627,0.259496
1024,1000,2742.229550,0.470964
1024,2000,2229.182600,0.719326
1024,3000,1982.807955,0.843608
1024,5000,1788.574303,0.939701
1024,10000,1668.108845,0.980195
1024,100000,1653.450177,0.980326
